@relation HomeWand 
 
@attribute DCAreaAX numeric 
@attribute DCAreaAY numeric 
@attribute DCAreaAZ numeric 
@attribute DCAreaGX numeric 
@attribute DCAreaGY numeric 
@attribute DCAreaGZ numeric 
@attribute DCMeanAX numeric 
@attribute DCMeanAY numeric 
@attribute DCMeanAZ numeric 
@attribute DCMeanGX numeric 
@attribute DCMeanGY numeric 
@attribute DCMeanGZ numeric 
@attribute DCTotalMeanA numeric 
@attribute DCTotalMeanG numeric 
@attribute DCPostureDistAX numeric 
@attribute DCPostureDistAY numeric 
@attribute DCPostureDistAZ numeric 
@attribute DCPostureDistGX numeric 
@attribute DCPostureDistGY numeric 
@attribute DCPostureDistGZ numeric 
@attribute ACLowEnergyAX numeric 
@attribute ACLowEnergyAY numeric 
@attribute ACLowEnergyAZ numeric 
@attribute ACLowEnergyGX numeric 
@attribute ACLowEnergyGY numeric 
@attribute ACLowEnergyGZ numeric 
@attribute ACAbsAreaAX numeric 
@attribute ACAbsAreaAY numeric 
@attribute ACAbsAreaAZ numeric 
@attribute ACAbsAreaGX numeric 
@attribute ACAbsAreaGY numeric 
@attribute ACAbsAreaGZ numeric 
@attribute ACTotalAbsAreaA numeric 
@attribute ACTotalAbsAreaG numeric 
@attribute ACAbsMeanAX numeric 
@attribute ACAbsMeanAY numeric 
@attribute ACAbsMeanAZ numeric 
@attribute ACAbsMeanGX numeric 
@attribute ACAbsMeanGY numeric 
@attribute ACAbsMeanGZ numeric 
@attribute ACEnergyAX numeric 
@attribute ACEnergyAY numeric 
@attribute ACEnergyAZ numeric 
@attribute ACEnergyGX numeric 
@attribute ACEnergyGY numeric 
@attribute ACEnergyGZ numeric 
@attribute ACVarAX numeric 
@attribute ACVarAY numeric 
@attribute ACVarAZ numeric 
@attribute ACVarGX numeric 
@attribute ACVarGY numeric 
@attribute ACVarGZ numeric 
@attribute ACAbsCVAX numeric 
@attribute ACAbsCVAY numeric 
@attribute ACAbsCVAZ numeric 
@attribute ACAbsCVGX numeric 
@attribute ACAbsCVGY numeric 
@attribute ACAbsCVGZ numeric 
@attribute ACIQRAX numeric 
@attribute ACIQRAY numeric 
@attribute ACIQRAZ numeric 
@attribute ACIQRGX numeric 
@attribute ACIQRGY numeric 
@attribute ACIQRGZ numeric 
@attribute ACRangeAX numeric 
@attribute ACRangeAY numeric 
@attribute ACRangeAZ numeric 
@attribute ACRangeGX numeric 
@attribute ACRangeGY numeric 
@attribute ACRangeGZ numeric 
@attribute Class {okGoogle,weather,disney,coin,joke,schedule,news,whatalbum,soundpet,scarystory,nature,rockMusic,delivery,stop,time,twentySidedDie,timer,candy,mickeyAdventure,movieTimes} 
 
@data 
-28.715845,69.449005,4015.749756,-32.172787,77.032059,4448.107422,-0.067567,0.163409,9.448823,-0.03785,0.090626,5.233068,9.544665,5.285843,-0.230976,-9.51639,-9.285414,-0.128476,-5.270918,-5.142442,11.258218,3111.408936,312017.59375,105.96051,4133.524414,174607.453125,22.513113,25.723335,52.395531,23.253206,28.378237,108.561668,100.631981,160.193115,0.052972,0.060525,0.123284,0.027357,0.033386,0.12772,975.952515,863.526672,10845.326172,1964.339233,1776.03125,41920.457031,0.018027,0.016168,0.199359,0.009026,0.008172,0.200774,232.906372,184.755875,348.090668,332.571716,251.631897,336.275879,0.01869,0.022275,0.029253,0.004065,0.011411,0.024075,1.491747,1.285897,5.808382,1.491747,1.285897,7.483305,schedule
-31.397041,68.609177,4025.115234,-34.39201,75.957924,4456.552246,-0.073702,0.161054,9.448627,-0.040366,0.089152,5.230695,9.53598,5.279481,-0.234756,-9.522329,-9.287573,-0.129519,-5.271061,-5.141543,4.151893,1308.376587,313500.46875,42.477798,3082.827881,169586.328125,18.027103,24.170509,54.201641,18.693714,25.725004,111.881149,96.399254,156.299866,0.042317,0.056738,0.127234,0.021941,0.030194,0.131316,326.484619,567.262634,10903.079102,674.392822,1156.000977,43468.355469,0.00615,0.010519,0.199956,0.003084,0.005301,0.202539,156.019058,150.579178,336.923676,232.533432,219.421936,327.805054,0.020355,0.027743,0.034475,0.003849,0.007877,0.032139,0.640835,0.819261,5.821968,0.640835,0.819261,7.543587,schedule
-38.868454,68.600471,4037.26709,-42.587978,75.935616,4472.118652,-0.091027,0.160657,9.454958,-0.049869,0.088918,5.236673,9.524588,5.275722,-0.251684,-9.545985,-9.294301,-0.138786,-5.286542,-5.147755,49.142139,2169.427246,313407.34375,57.252525,2914.624512,161232.328125,17.241219,26.185898,54.305328,18.090958,28.127457,112.764,97.732445,158.982422,0.040378,0.061325,0.127179,0.021184,0.032936,0.132042,346.302582,839.56189,10842.05957,687.261536,1708.970703,44603.335938,0.006262,0.015561,0.198399,0.003146,0.007823,0.200108,168.547333,177.132477,335.651947,245.17395,249.225098,323.686737,0.022354,0.024158,0.033277,0.005032,0.008834,0.026036,0.822498,1.119841,5.792988,0.822498,1.119841,7.46599,schedule
-37.051693,68.888336,4028.679932,-40.733276,76.423805,4460.783203,-0.086976,0.16171,9.456995,-0.047809,0.089699,5.235661,9.531729,5.277551,-0.248686,-9.543971,-9.295285,-0.137508,-5.28347,-5.145962,36.139709,2817.164307,312485.625,74.823311,3622.685303,166735.25,22.164389,31.640268,53.869057,22.791245,33.588661,111.636459,107.673714,168.016357,0.052029,0.074273,0.126453,0.02675,0.039423,0.131029,834.552612,1313.212036,10972.243164,1658.629517,2640.861084,45516.535156,0.015194,0.024111,0.20119,0.007604,0.012103,0.201693,214.771271,183.594162,340.322388,310.269653,260.53009,327.838806,0.015518,0.02527,0.026022,0.003662,0.010672,0.021015,1.311633,1.552389,5.842226,1.311633,1.552389,7.509584,schedule
-34.440781,69.726784,4027.143066,-37.710083,77.121796,4458.914551,-0.080847,0.163678,9.453387,-0.044261,0.090519,5.233468,9.536219,5.279726,-0.244525,-9.534234,-9.289709,-0.134779,-5.277728,-5.142949,12.767535,2452.692383,313521.25,40.384739,3215.808594,173292.328125,27.960119,23.385323,54.326027,28.615877,25.618484,114.262733,105.671471,168.497101,0.065634,0.054895,0.127526,0.033587,0.030069,0.134111,1079.27832,726.378967,10734.806641,2174.512695,1463.951416,42489.605469,0.01992,0.013285,0.196856,0.009968,0.006707,0.200208,190.373688,184.62587,333.236877,279.932617,253.339813,318.299042,0.022653,0.018558,0.035297,0.004225,0.008394,0.033082,1.528271,1.122194,5.701817,1.528271,1.122194,7.409001,schedule
-28.447554,70.618942,4026.712891,-31.80234,78.218315,4462.654297,-0.066778,0.165772,9.452377,-0.037327,0.091806,5.237857,9.551372,5.292336,-0.23255,-9.519156,-9.286605,-0.129132,-5.275184,-5.146052,3.025387,3195.306396,312249.90625,150.877731,4242.425293,170019.078125,21.202772,33.55484,52.934139,21.830276,35.387978,108.069443,107.691757,165.287689,0.049772,0.078767,0.124259,0.025622,0.041535,0.126842,577.400818,1708.220337,10736.001953,1123.412598,3431.705811,44693.671875,0.01029,0.031403,0.197009,0.005152,0.015743,0.199223,177.591827,201.530869,342.921234,261.673615,285.053375,337.381683,0.017716,0.022333,0.030274,0.004387,0.009558,0.024168,0.788936,1.848393,5.758774,0.788936,1.848393,7.436068,schedule
-35.562576,68.004799,4015.658447,-38.984623,75.367256,4454.709961,-0.083677,0.160011,9.448608,-0.045864,0.088667,5.240835,9.524942,5.283638,-0.243688,-9.532285,-9.288597,-0.134532,-5.286699,-5.152168,40.333775,3181.532715,312184.625,76.188538,3993.025391,172935.6875,19.999693,30.342749,53.606777,20.804565,32.184525,112.553154,103.949219,165.542236,0.047058,0.071395,0.126134,0.024476,0.037864,0.132415,559.485474,1498.864136,10844.800781,1136.847412,3021.091309,44099.621094,0.01041,0.027676,0.19935,0.005224,0.013877,0.201457,192.379517,210.465363,339.559784,277.851074,294.601379,323.877014,0.019081,0.021022,0.030547,0.003416,0.009867,0.025005,0.864176,1.645897,5.794886,0.864176,1.645897,7.439915,schedule
-35.949379,68.617828,4018.150879,-39.256321,76.534576,4442.371582,-0.084587,0.161454,9.454473,-0.046184,0.090041,5.226319,9.53134,5.270176,-0.24604,-9.53906,-9.293019,-0.136225,-5.272503,-5.136279,21.31699,3040.204346,313669.84375,23.844616,4117.629395,174555.609375,30.214836,43.931313,53.27145,31.188023,47.320179,118.750977,127.417603,197.259186,0.071094,0.103368,0.125345,0.036692,0.055671,0.139707,1506.748291,2678.627686,10890.888672,3019.323975,5395.393066,45471.449219,0.027716,0.049177,0.200181,0.013873,0.024804,0.206225,211.744659,189.801498,342.654572,305.038513,264.634491,309.287048,0.019801,0.029009,0.033151,0.005919,0.011555,0.02611,1.774493,2.056869,5.817541,1.774493,2.056869,7.48969,schedule
-39.921448,65.550209,4016.009766,-44.864098,73.414047,4449.024902,-0.093933,0.154236,9.449434,-0.052781,0.086369,5.234147,9.509737,5.267735,-0.248169,-9.543367,-9.295198,-0.139151,-5.286928,-5.147778,8237.59668,69.981621,311820.75,9026.109375,65.04731,177596.828125,27.497684,25.237484,52.970135,28.347965,27.34218,109.023476,105.705307,164.713623,0.0647,0.059382,0.124636,0.033351,0.032167,0.128263,1092.289673,741.665527,10846.277344,2185.400635,1471.194824,45481.429688,0.020051,0.013404,0.199256,0.01004,0.006754,0.200022,194.676437,167.364197,343.904419,283.310669,235.094421,334.042175,0.021087,0.023669,0.030332,0.004672,0.010258,0.02709,1.462486,0.858741,5.789195,1.462486,0.858741,7.457093,news
-42.202808,66.935928,4035.229004,-46.800415,75.057892,4468.009766,-0.098836,0.156759,9.450185,-0.054801,0.08789,5.231862,9.508108,5.26495,-0.255594,-9.549021,-9.293427,-0.142691,-5.286663,-5.143972,9455.831055,19.260424,312478.96875,9903.209961,117.65863,165405.796875,30.38937,21.215511,53.013905,31.32704,23.35108,109.40638,104.61879,164.084503,0.071169,0.049685,0.124154,0.036683,0.027343,0.128111,1561.615479,553.943237,10874.737305,3133.421143,1103.387207,43334.542969,0.028627,0.009999,0.198992,0.014328,0.005048,0.200422,215.682358,174.650391,345.102844,310.611511,239.841843,334.839203,0.028519,0.037079,0.031696,0.006384,0.014172,0.026124,1.857843,0.988106,5.840642,1.857843,0.988106,7.501463,news
-42.044315,65.947426,4027.053711,-46.0513,74.148048,4465.434082,-0.098696,0.154806,9.453177,-0.054051,0.087028,5.24112,9.509288,5.274097,-0.253502,-9.551873,-9.298371,-0.141079,-5.295171,-5.154092,7713.760254,17.682983,313704.0625,8162.08252,48.005676,171839.6875,38.747986,29.300117,56.037968,39.581139,31.673952,112.328026,124.086075,183.583115,0.090958,0.06878,0.131545,0.046457,0.037176,0.13184,2241.520264,954.744812,10878.699219,4426.650391,1861.002197,43698.203125,0.040562,0.016935,0.199436,0.020293,0.008523,0.200115,197.555435,160.616714,324.429565,289.869904,227.311279,324.235504,0.03973,0.053369,0.040289,0.007384,0.017217,0.037629,2.503588,1.367771,5.79235,2.503588,1.367771,7.475427,news
-41.630634,69.417122,4024.299316,-46.001778,77.366417,4454.985352,-0.097724,0.162951,9.446712,-0.053993,0.090806,5.228856,9.511938,5.265669,-0.260675,-9.544436,-9.28376,-0.144798,-5.282849,-5.138051,9490.116211,35.579094,313285.96875,10126.658203,29.553459,169220.90625,29.788166,25.113264,52.546654,30.600779,26.909489,112.425514,107.448082,169.935791,0.069925,0.058951,0.123349,0.035916,0.031584,0.131955,1106.938965,947.371887,10832.389648,2169.928467,1865.943115,43651.453125,0.019879,0.017006,0.198686,0.009953,0.00854,0.201665,175.089172,197.318878,347.255249,259.147705,274.971436,325.298126,0.031802,0.023576,0.030628,0.006232,0.010542,0.028382,1.367056,1.43258,5.803417,1.367056,1.43258,7.469331,news
-37.307983,66.881813,4025.724121,-42.138988,74.964432,4451.768555,-0.087577,0.157,9.450057,-0.049459,0.087986,5.22508,9.519479,5.263608,-0.244577,-9.537635,-9.293057,-0.137445,-5.274539,-5.137094,4985.760254,26.244617,313004.90625,5301.162598,120.67627,172835.03125,34.319481,25.939453,59.022308,35.490475,27.81637,117.330627,119.281242,180.637482,0.080562,0.060891,0.13855,0.041655,0.032648,0.137712,1586.238525,592.151184,10980.584961,3119.364746,1062.898926,43117.949219,0.02858,0.009633,0.201375,0.014317,0.004857,0.201485,184.486145,126.413513,308.064758,269.274048,188.590775,310.230042,0.047252,0.067078,0.045188,0.008577,0.016455,0.035872,1.548328,0.847571,5.792068,1.548328,0.847571,7.460955,news
-44.686211,63.358826,4027.473389,-49.629505,71.235893,4466.173828,-0.104897,0.14873,9.454163,-0.058251,0.08361,5.241988,9.497995,5.267348,-0.253627,-9.55906,-9.305433,-0.141861,-5.300239,-5.158378,7876.415039,54.812294,313903.1875,8277.913086,48.877911,173031.234375,28.682861,15.767515,53.363388,29.534599,17.834568,107.193321,97.813766,154.562485,0.067331,0.037013,0.125266,0.034665,0.020933,0.125814,956.289124,317.601746,10903.375977,1918.517822,640.10675,43773.664063,0.017553,0.005799,0.199844,0.008792,0.00294,0.200482,169.467194,179.813766,342.574341,251.325485,238.956543,341.5466,0.041309,0.020463,0.031645,0.006076,0.009501,0.028681,1.414826,0.822461,5.828376,1.414826,0.822461,7.517952,news
-37.91658,65.779266,4025.10376,-42.486004,73.651764,4459.519043,-0.089006,0.154411,9.448601,-0.049866,0.086446,5.234177,9.514006,5.270757,-0.243417,-9.537607,-9.294189,-0.136312,-5.284043,-5.147731,6587.434082,15.209733,311960.125,7109.159668,134.256546,172643.34375,42.41378,25.645769,55.991798,43.324738,28.137505,115.177101,124.051346,186.639343,0.099563,0.060201,0.131436,0.050851,0.033025,0.135184,1657.687378,694.708984,10905.001953,3462.60376,1394.215576,43975.097656,0.03173,0.012696,0.20007,0.015875,0.006406,0.20166,148.354263,158.212036,325.287048,226.703552,220.766266,316.778473,0.067361,0.045936,0.037378,0.009431,0.016634,0.035354,1.623948,1.087603,5.784461,1.623948,1.087603,7.462366,news
-38.370541,68.841072,4027.136475,-42.829674,77.166153,4458.544434,-0.090072,0.161599,9.453372,-0.05027,0.090571,5.233033,9.524899,5.273335,-0.25167,-9.543444,-9.291773,-0.14084,-5.283303,-5.142463,6748.82666,76.523376,312713.90625,7417.399414,47.642967,171101.875,35.953815,32.592869,54.28944,36.936604,35.074829,118.600151,122.836121,190.611572,0.084399,0.076509,0.12744,0.043353,0.041168,0.139202,1596.449463,1532.854614,10875.751953,3155.897705,3128.5979,47095.820313,0.028899,0.028578,0.199358,0.014465,0.014355,0.204773,174.843185,197.029709,335.7836,258.77597,273.315857,309.317413,0.034612,0.031293,0.037665,0.007292,0.014657,0.03185,1.430206,1.690608,5.803013,1.430206,1.690608,7.485533,news
-40.236774,65.967239,4016.685059,-44.972122,73.852707,4453.757813,-0.094675,0.155217,9.451024,-0.052908,0.086886,5.239715,9.511566,5.273692,-0.249892,-9.545699,-9.295807,-0.139794,-5.292624,-5.15283,6498.417969,22.371552,312135.84375,7258.410645,65.400871,178894.71875,36.486546,21.664194,52.426018,37.368397,23.903648,110.611313,110.576759,171.883362,0.085851,0.050975,0.123355,0.043963,0.028122,0.130131,1970.220825,821.421448,10735.916016,3915.621582,1648.672485,43464.105469,0.035962,0.015051,0.197261,0.017996,0.007586,0.201081,196.960419,218.911713,345.884003,288.292145,293.122253,329.76297,0.030075,0.018577,0.031122,0.007326,0.009205,0.026705,1.969655,1.487442,5.771651,1.969655,1.487442,7.468307,news
-40.928276,67.442261,4026.19873,-45.29966,75.725105,4457.130859,-0.096076,0.158315,9.451171,-0.053169,0.088879,5.231374,9.51341,5.267085,-0.254391,-9.547247,-9.292856,-0.142048,-5.284543,-5.142495,9007.334961,51.578762,312721.09375,9503.040039,45.448479,168903.859375,31.786079,32.143803,55.070267,32.787613,34.383545,112.596268,119.000153,179.767426,0.074615,0.075455,0.129273,0.038483,0.040356,0.132155,1099.299561,1061.513672,11000.739258,2082.160156,2143.316162,43676.738281,0.019073,0.019586,0.201691,0.009551,0.009844,0.201686,155.750595,156.206985,332.701538,233.441422,224.600433,324.777191,0.039765,0.054415,0.028913,0.008938,0.013626,0.02809,1.189232,1.314014,5.801397,1.189232,1.314014,7.4675,news
-46.599606,62.971115,4017.413818,-51.486485,71.190338,4457.728516,-0.109646,0.148167,9.452739,-0.060572,0.083753,5.244387,9.49126,5.267567,-0.257813,-9.562385,-9.304571,-0.144326,-5.304959,-5.160634,9183.473633,70.790504,311368.21875,9672.316406,93.337639,179049.609375,31.132408,15.265177,53.189095,32.141411,17.108139,109.408806,99.586678,158.658356,0.073253,0.035918,0.125151,0.037813,0.020127,0.128716,1303.978394,194.184479,10941.919922,2642.393066,407.09256,42790.863281,0.024241,0.003636,0.201199,0.012141,0.001867,0.200601,187.549316,134.834351,344.175964,273.697052,189.945206,333.284485,0.03345,0.032096,0.034127,0.005918,0.010601,0.031118,2.004987,0.512221,5.840334,2.004987,0.512221,7.484438,news
-43.107147,64.664825,4035.764893,-47.785938,72.891518,4477.653809,-0.100954,0.15144,9.45144,-0.055955,0.085353,5.243155,9.501926,5.272552,-0.252393,-9.552393,-9.3,-0.141308,-5.29911,-5.157802,9392.985352,37.771729,312537.8125,10828.137695,47.997902,158754.40625,35.036697,27.787659,53.691315,36.110878,30.398642,109.350395,116.515671,175.859924,0.082053,0.065076,0.125741,0.042284,0.035596,0.128045,1315.793213,861.059631,10918.365234,2632.292725,1758.828491,45454.128906,0.024041,0.015956,0.199814,0.012038,0.008046,0.200332,160.335541,166.360794,341.143158,239.432434,231.309128,334.944,0.036064,0.025991,0.034415,0.007288,0.012317,0.028509,1.214038,1.158027,5.791959,1.214038,1.158027,7.463377,news
-41.797447,66.822411,4034.774414,-46.336693,75.182953,4475.88623,-0.097886,0.156493,9.449121,-0.054258,0.088036,5.241085,9.507727,5.274862,-0.254379,-9.547007,-9.292627,-0.142295,-5.295343,-5.153049,8176.649414,20.506687,313226.71875,8520.848633,45.715893,162504.1875,28.59491,24.083757,53.422295,29.568581,26.29335,107.815002,106.10096,163.676941,0.066967,0.056402,0.125111,0.034624,0.030788,0.126247,867.578369,716.834595,10841.974609,1750.282715,1454.552002,43990.382813,0.015958,0.013179,0.1983,0.008001,0.006643,0.198632,159.948898,177.274551,341.595337,238.206009,245.106598,338.564056,0.034214,0.024528,0.0331,0.005335,0.010707,0.026593,1.388116,1.28056,5.79098,1.388116,1.28056,7.454003,news
-38.726398,67.624832,4026.998291,-43.209885,75.853859,4459.941895,-0.090907,0.158744,9.453048,-0.050716,0.08903,5.234674,9.520885,5.272988,-0.249651,-9.543955,-9.294304,-0.139746,-5.285389,-5.145643,7180.782227,22.730766,313366.09375,8131.646973,48.770512,171443.578125,27.254633,23.10288,54.171555,28.105026,25.079309,111.019806,104.529068,164.204132,0.063978,0.054232,0.127163,0.032987,0.029436,0.130305,1075.284912,628.544556,10840.152344,2150.361572,1274.809692,43962.257813,0.019675,0.011581,0.198961,0.009852,0.005839,0.200776,195.110504,171.390427,336.213745,283.799133,239.550049,329.009308,0.030929,0.027436,0.031384,0.006106,0.011408,0.025598,1.745366,0.903031,5.777105,1.745366,0.903031,7.452709,news
-40.848797,65.527496,4027.796631,-45.691746,73.823044,4461.080078,-0.095889,0.15382,9.454922,-0.053629,0.086647,5.23601,9.512853,5.269028,-0.24971,-9.550811,-9.301102,-0.140276,-5.289639,-5.149363,8294.428711,48.083019,311731.25,9131.083984,65.285858,171729.234375,34.794605,11.966969,54.046387,35.594761,14.000374,106.417267,100.807961,156.012405,0.081677,0.028091,0.126869,0.041778,0.016432,0.124903,1865.664307,149.305252,10805.619141,3722.637939,300.997955,43675.375,0.034104,0.002664,0.198197,0.017064,0.001383,0.20019,202.781845,154.127991,336.356201,296.25296,202.986145,343.978394,0.022282,0.020033,0.030234,0.004712,0.009285,0.021082,2.140292,0.472716,5.761722,2.140292,0.472716,7.470446,news
-42.367496,64.445152,4028.135742,-47.004143,72.403419,4460.813965,-0.099454,0.15128,9.455718,-0.055169,0.084981,5.235697,9.507544,5.265509,-0.250734,-9.555172,-9.304439,-0.14015,-5.290866,-5.150717,9882.423828,22.019438,311969.15625,11000.292969,109.675728,171591.703125,41.060314,32.606121,55.663033,42.006149,34.819893,115.359123,129.329468,192.185165,0.096386,0.07654,0.130664,0.049303,0.040868,0.135398,1955.244385,1287.69397,10873.418945,3897.249268,2532.821045,43312.496094,0.035701,0.023144,0.19934,0.017865,0.011619,0.201526,168.607483,171.76976,326.736206,251.977951,244.059723,316.112976,0.059304,0.038459,0.037309,0.008082,0.012968,0.030488,2.14305,1.35119,5.778857,2.14305,1.35119,7.461992,news
-42.082813,64.790558,4025.258301,-46.64809,72.828484,4459.849609,-0.098786,0.152091,9.448963,-0.054751,0.085479,5.234565,9.502268,5.265293,-0.250876,-9.54775,-9.296873,-0.140231,-5.289317,-5.149086,10225.530273,19.633821,311038.6875,11095.125977,82.762047,167800.96875,40.411888,21.418112,53.120316,41.303986,23.539587,109.20105,114.950317,174.044617,0.094864,0.050277,0.124696,0.048479,0.027629,0.12817,2714.287842,543.261597,10835.709961,5446.5,1095.763672,43274.980469,0.049906,0.009975,0.198623,0.024967,0.005036,0.200685,213.20639,171.642487,343.13266,310.218201,236.589218,334.908173,0.030206,0.022638,0.034911,0.005609,0.010869,0.029746,2.76197,1.120509,5.786245,2.76197,1.120509,7.476759,news
-41.999119,67.124695,4037.951904,-46.819126,75.003098,4468.843262,-0.098359,0.157201,9.456562,-0.054823,0.087826,5.232838,9.515404,5.26584,-0.255559,-9.55492,-9.299361,-0.142649,-5.287661,-5.145012,7343.445313,23.551149,313318.5625,7650.979004,80.665123,167251.109375,26.59906,19.65612,53.551296,27.489836,21.380693,110.859741,99.806473,159.73027,0.062293,0.046033,0.125413,0.03219,0.025036,0.129812,1086.736938,447.436829,10964.833008,2162.553467,877.666016,45740.242188,0.019752,0.007955,0.200692,0.00989,0.00402,0.200406,202.239441,165.960403,342.926758,292.317932,232.671661,330.039917,0.025004,0.021166,0.030295,0.005073,0.008151,0.029032,1.833164,0.851174,5.847261,1.833164,0.851174,7.512367,news
-40.797382,67.3797,4025.361572,-45.61237,75.334206,4460.52002,-0.095769,0.158168,9.449205,-0.053536,0.08842,5.235352,9.511605,5.270237,-0.253937,-9.544974,-9.291037,-0.141956,-5.288888,-5.146932,4923.137207,51.683266,312404.625,5661.085449,65.431618,169862.5,30.052753,16.136942,53.735439,30.860062,18.138376,107.784218,99.92514,156.782654,0.070546,0.03788,0.12614,0.036221,0.021289,0.126507,813.2724,201.10997,11004.063477,1686.857422,414.817657,43467.804688,0.015445,0.003701,0.201769,0.007735,0.001896,0.20111,145.028946,125.660324,341.774475,221.267914,178.439514,340.091003,0.050353,0.027096,0.034942,0.006461,0.011907,0.030246,1.180547,0.406816,5.833304,1.180547,0.406816,7.472724,news
-45.896973,62.903744,4038.231689,-50.578602,71.218002,4474.57373,-0.107487,0.147316,9.457217,-0.059226,0.083393,5.239548,9.497046,5.263715,-0.254803,-9.564704,-9.309901,-0.142619,-5.298773,-5.156154,10373.507813,35.983944,313076.96875,11647.296875,170.572174,164189.71875,37.498768,33.212349,56.044544,38.491802,37.086601,115.0867,126.755661,190.6651,0.087819,0.077781,0.131252,0.045072,0.043427,0.134762,1857.130737,1367.971558,11166.398438,3708.194824,2819.805176,44222.824219,0.033875,0.025133,0.204185,0.016954,0.01289,0.204018,184.186111,177.602753,329.432281,271.026123,241.556458,319.906128,0.037171,0.029056,0.028041,0.006739,0.011248,0.024677,1.894643,1.407742,5.840373,1.894643,1.407742,7.488641,news
-37.608669,57.903915,4026.313721,-40.743847,65.187172,4435.937012,-0.088283,0.135925,9.451441,-0.047821,0.076511,5.206499,9.499082,5.235188,-0.224208,-9.539724,-9.315516,-0.124332,-5.25432,-5.129988,6859.751953,176.796188,311719.3125,9855.27832,169.853882,151729.90625,36.973991,24.439383,53.571915,37.600563,26.472252,114.330521,114.985291,178.403336,0.086793,0.057369,0.125756,0.044132,0.031071,0.134191,1572.571655,885.886108,10900.441406,3145.444092,1757.668091,44719.5,0.028834,0.016035,0.19987,0.014422,0.008063,0.203654,168.155685,196.77066,341.151276,253.078674,271.144348,321.086121,0.033864,0.026513,0.030288,0.005305,0.011234,0.030535,1.845285,1.369937,5.822305,1.845285,1.369937,7.498251,whatalbum
-32.305645,55.930702,4016.585693,-35.231377,63.440941,4423.774902,-0.076013,0.131602,9.450789,-0.041449,0.074636,5.204441,9.506378,5.237628,-0.207615,-9.526803,-9.319188,-0.116085,-5.24589,-5.129805,10309.379883,231.579712,312091.6875,12117.217773,395.215698,161983.140625,49.006248,33.988602,53.04129,49.725498,36.398636,118.01899,136.036133,204.143127,0.115309,0.079973,0.124803,0.058501,0.042822,0.138846,5083.768555,2113.684082,10802.866211,10194.708984,4253.028809,44735.960938,0.093692,0.038949,0.198603,0.046853,0.019538,0.20785,245.898102,225.606628,342.793335,356.234772,310.721375,312.75589,0.025243,0.024329,0.030668,0.005739,0.012174,0.025987,3.926117,2.454035,5.768395,3.926117,2.454035,7.44314,whatalbum
-30.170441,57.462204,4005.989502,-32.903236,64.980164,4410.606934,-0.071157,0.135524,9.448089,-0.038801,0.076628,5.201188,9.512456,5.239014,-0.206681,-9.519245,-9.312565,-0.115429,-5.239989,-5.12456,9245.743164,296.569275,310567.0625,10758.868164,492.961121,165830.75,31.036497,26.398237,52.860565,31.866102,28.988699,108.759857,110.295303,169.614655,0.073199,0.06226,0.124671,0.037578,0.034185,0.128255,1029.231201,794.325317,10955.223633,2100.003906,1581.065063,44071.28125,0.019324,0.014426,0.201814,0.009674,0.007291,0.202178,161.444244,164.970581,346.183594,241.890121,228.885742,336.021576,0.028505,0.030612,0.027302,0.006194,0.013035,0.021874,1.249676,1.016468,5.831275,1.249676,1.016468,7.489804,whatalbum
-39.839542,56.073429,4035.396729,-42.763298,63.429153,4443.450195,-0.093301,0.13132,9.450578,-0.050074,0.074273,5.203103,9.488596,5.227303,-0.224621,-9.543879,-9.319259,-0.124347,-5.253177,-5.12883,7229.84082,94.994507,314214.28125,8622.040039,128.913315,143430.9375,35.223068,19.880632,56.403446,36.034237,23.437719,115.627274,111.507141,175.099228,0.08249,0.046559,0.132092,0.042195,0.027445,0.135395,1938.713989,441.227325,10901.445313,3901.821533,918.424988,43699.332031,0.035686,0.00805,0.199336,0.017851,0.004203,0.201536,206.018707,164.732285,322.867188,300.444519,214.007141,316.129761,0.032905,0.025803,0.035506,0.006421,0.012748,0.029029,2.412196,0.95788,5.781485,2.412196,0.95788,7.461994,whatalbum
-34.786198,58.07151,4026.793701,-37.865597,65.462624,4434.112305,-0.081658,0.136318,9.452567,-0.044443,0.076834,5.204357,9.507228,5.236748,-0.217976,-9.534225,-9.316249,-0.121277,-5.2488,-5.127523,7588.671875,97.518219,312662,10224.091797,231.133484,150443.3125,48.542057,22.482779,53.302742,49.378872,24.345144,119.669868,124.327576,193.39389,0.113948,0.052776,0.125124,0.057956,0.028574,0.140458,5621.782227,645.714844,10876.011719,11251.713867,1296.93689,47228.363281,0.103161,0.011813,0.199443,0.051591,0.005948,0.208545,263.53476,180.027161,342.623413,378.937256,250.691406,309.36734,0.025764,0.027135,0.028288,0.004861,0.009776,0.027667,4.230667,1.074775,5.80354,4.230667,1.074775,7.495678,whatalbum
